url,label
//avatars.mds.yandex.net/get-realty-offers/14635834/79a03818-0839-414b-a389-78b202af5240/large_1242,4
//avatars.mds.yandex.net/get-realty-offers/14896786/fdb14335-abb4-4f75-aece-d62f1c101851/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/13816893/8e9c5fc0-f791-4425-b3ec-9a7eef9e6175/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/15106371/c4bc4a7c-e7b7-4da6-b90e-62ef1ba8aee1/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/14546183/04cd682a-6a40-4974-9a80-00471f2f6004/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/13920606/cbc3a34e-2b4f-442c-b45b-d084970260ee/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/11530546/10f25bff-e0c4-4331-950e-eeef036b967a/large_1242,4
//avatars.mds.yandex.net/get-realty-offers/13865254/9c4f2025-8662-438e-911b-d05840503bb2/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/13813756/18a0ad38-6050-44d7-9cc8-9a0fc9830a37/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/14373170/16d8f253-69bb-4b56-b4c3-c990e61d6d9c/large_1242,4
//avatars.mds.yandex.net/get-realty-offers/11512705/302cfd16-8cc9-4658-8d61-683bc3b0a4a9/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14767060/5753c30d-d8b8-499a-8787-6dc13d101988/large_1242,2
//avatars.mds.yandex.net/get-realty-offers/14896786/96a55b4c-6bb1-48ed-a73e-4b968f7675b9/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14216631/0d5aad82-c8cb-4bc1-937c-1cb70ee77105/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14814928/0981bf65-04df-41ad-a7c1-ba4d9f1805e2/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14789446/add.a3fb5dec0c2c7264df7569c2e3a94514.realty-api-vos/large_1242,1
//avatars.mds.yandex.net/get-realty-offers/9897712/add.780645c8d164e0702f0f9cbe7fc754bc.realty-api-vos/large_1242,1
//avatars.mds.yandex.net/get-realty-offers/10238482/add.fe98321311d4d5c8f7f9fb92603a76c0.realty-api-vos/large_1242,1
//avatars.mds.yandex.net/get-realty-offers/13094623/add.3a465cdc041832a7a939c864462856da.realty-api-vos/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/9897712/add.7dc355d42a41dc25f4c97268dcffd3ba.realty-api-vos/large_1242,1
//avatars.mds.yandex.net/get-realty-offers/8332981/add.ecc94fef3fd395c64d2a025f675e07e5.realty-api-vos/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13745081/2d5c96ca-936f-44cd-885e-c57feaa1e6dd/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13813756/c61604f6-4fdd-42a1-92ab-a4adb2241219/large_1242,1
//avatars.mds.yandex.net/get-realty-offers/13693183/ffef6610-9755-46b9-ae41-98415194a7e5/large_1242,1
//avatars.mds.yandex.net/get-realty-offers/9888222/733b18bd-09f3-4da3-ba0f-a59e52ae0485/large_1242,0
