url,label
//avatars.mds.yandex.net/get-realty-offers/9891796/54090f66-4d25-4d23-aaac-57178728ec72/large_1242,0
//avatars.mds.yandex.net/get-verba/1540742/2a00000189013aacdd8f47fd32449c027e40/realty_large_1242,0
//avatars.mds.yandex.net/get-realty-offers/10704701/c659ce05-c35d-4779-886d-12497130f677/large_1242,0
//avatars.mds.yandex.net/get-verba/787013/2a0000018901d0ef576fa1b07605cb8f4169/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/1030388/2a0000018901d0de0d476910fd126eb8327e/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/937147/2a0000018901d0cc2a24a1acb7aa76d9be9a/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/1672712/2a000001890169f8ab73bc3b67821daf7a66/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/997355/2a00000189016a13ff6eb545155f5b57b3ef/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/1540742/2a000001890177fc309834de0ca6bc8a8261/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/1540742/2a000001890177ec2bfbca9d748ba42cc941/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/1672712/2a000001890177df0441914573dcba994ef2/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/997355/2a0000018901774e9ee47a85cab146d05cbf/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/787013/2a00000189017761e1882c5837210bddf32b/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/1540742/2a00000189016a82f6b591c324e5632abe50/realty_large_1242,0
//avatars.mds.yandex.net/get-verba/787013/2a00000189016a39acbb47c34bf684024ba5/realty_large_1242,0
//avatars.mds.yandex.net/get-realty-offers/11484904/4a525a65-1d29-465f-b986-114ddc026ed4/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13693183/888c6182-8597-426f-885f-ec4f415d9a1a/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/14106973/5835a278-e8c0-411f-973a-fe14013859c1/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/10129302/78e7b251-e26d-4c4a-a8d3-b31b07947799/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13865254/0a1978f0-cef3-406b-a40e-a1f5353d2ea4/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/9888222/b37cb516-caba-4515-8c08-afb3ddc0647e/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/12719313/344cdcd6-4fb3-4ff5-853a-a75e3c5ba0c1/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13844304/d1049d62-bed3-4a55-bda2-11cb369adb6c/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/10159823/c4a4851e-1044-4699-b28b-24c9f87f8106/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/12849436/0cc478ad-58f1-4750-b64f-d3f033b7fdc3/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13531690/676e5e8a-f731-4e6c-91bb-c0a4368d96bd/large_1242,4
//avatars.mds.yandex.net/get-realty-offers/13853239/3edc0e3d-9877-4a8e-8681-c61b02bc490c/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14918062/18c454a7-06d2-4825-8893-98d21ca221a6/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15239606/0dc2cad8-7594-4cd9-ba45-0991c6fbf3f6/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15389651/b0ddbcdb-6702-447f-b0d8-9aa16c23ce79/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13745081/e5360937-d86f-43bb-af56-45635abeba5b/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13920606/21988b9f-045d-4999-91f6-3b401ba90c45/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/14918062/eb814337-6f40-41ce-99d2-40d31646e02c/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/14819877/d709423d-90a0-4f61-af8d-1e774a933140/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14373170/bef0c5a0-01c8-46d9-9eba-b5e6f9c555a2/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13745081/9a378328-6431-43ca-b7c0-a4967b409847/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/15229691/b876bce0-62a7-4e13-83be-aaf9ab58a1e0/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/15028371/f3023155-0044-48c9-b0ce-533d36b481e6/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/15363439/32c55bc3-775d-44a7-9da6-694571ac4a2c/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/12346937/e709998a-0ccc-43d5-ba68-af30e0209bba/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/10504983/1b90b3fe-d944-4f2e-a3ba-bdd257dbda70/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/11909646/99c879e5-19fc-4096-9d03-34f52194d8a4/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13693183/888c6182-8597-426f-885f-ec4f415d9a1a/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/14106973/5835a278-e8c0-411f-973a-fe14013859c1/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/10129302/78e7b251-e26d-4c4a-a8d3-b31b07947799/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13865254/0a1978f0-cef3-406b-a40e-a1f5353d2ea4/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/9888222/b37cb516-caba-4515-8c08-afb3ddc0647e/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/12719313/344cdcd6-4fb3-4ff5-853a-a75e3c5ba0c1/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13844304/d1049d62-bed3-4a55-bda2-11cb369adb6c/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/10159823/c4a4851e-1044-4699-b28b-24c9f87f8106/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/12849436/0cc478ad-58f1-4750-b64f-d3f033b7fdc3/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/11484904/70dcddf1-dad6-4c61-ac3f-1df63eb81cd3/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13693183/888c6182-8597-426f-885f-ec4f415d9a1a/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14106973/5835a278-e8c0-411f-973a-fe14013859c1/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/10129302/78e7b251-e26d-4c4a-a8d3-b31b07947799/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13865254/0a1978f0-cef3-406b-a40e-a1f5353d2ea4/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/9888222/b37cb516-caba-4515-8c08-afb3ddc0647e/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/12719313/344cdcd6-4fb3-4ff5-853a-a75e3c5ba0c1/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13844304/d1049d62-bed3-4a55-bda2-11cb369adb6c/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/10159823/c4a4851e-1044-4699-b28b-24c9f87f8106/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/12849436/0cc478ad-58f1-4750-b64f-d3f033b7fdc3/large_1242,5
//avatars.mds.yandex.net/get-realty-offers/13813756/d89ec968-a75c-498a-a231-68b65cbc8a33/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14385517/bb607ba4-eeb2-4635-be18-980dafd50035/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15174711/21c299d3-b255-4a14-99ae-e8a15b2b3122/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15106371/e41d5ff9-584c-4790-83be-131c1057156a/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15239606/b2e447af-aa72-40df-8aa4-84e4f79a4f06/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13943257/29c0fe50-3cb4-44b8-aed3-d6640327451f/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14918062/99225c16-e996-4bf9-9fcc-c8f3bda35969/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15037245/e41b9df2-d96e-459e-9e05-3e960535fdf6/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14727395/346a7049-c688-421b-a6b1-f4265401d95d/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14770411/47788976-a16b-4e85-85f4-59fb80ac0974/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13970442/2e5f8af6-c896-4036-93c1-067c0daff825/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14363166/f3dec1c4-37b2-4dfe-907b-953d844c56a4/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14385517/f01124c7-5c22-4fca-b8ff-2bcff0c59b0e/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14767060/bc03831f-12ad-4ed8-a43d-c3dbb761266f/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13814138/cca207de-281e-49de-a568-4e49aed4015d/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15028371/ba81432c-a46c-4113-89d0-4fd143a14d68/large_1242,0
