url,label
//avatars.mds.yandex.net/get-realty-offers/14770411/2f127ffa-21c7-4c4f-945c-0598acd41d84/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/12809399/6b2f9198-6ab8-4eb3-9c4a-3893bcd9c50d/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/11390665/af08cf37-47c8-45bd-aa3a-282f3313a3e9/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/11510081/e0380f37-7095-4734-a863-7bc8b834b85c/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13795560/00989ecf-c964-49d0-9203-c04ca1e59892/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13922231/0c107486-3e30-49cb-8a7e-ae04e592fab9/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14230192/713a6c60-fe61-4e00-affd-56cb7288c2e9/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13847384/72ea5f6e-ab0d-4dbd-b87d-057a953724b9/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/12346532/8df74d78-dad7-4007-a06f-7a0c4b7aab4b/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/15028371/2724ca34-c40b-47a8-9d80-f813cc2e2a68/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14005719/9bd37dd7-e42e-4c18-85ce-0d1457b04577/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14635834/dc8c02f1-88d2-4d86-8c97-6d9c51d2555b/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14030348/11d2655f-5021-4310-9a6a-0a64af06e455/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/11530546/7ede1183-5615-4331-a57a-94e35cde78a8/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14030348/2849d5c3-a1c4-4301-be6d-882bccf434f3/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13814138/a3cffc48-7efe-421e-b516-6b73673565d8/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14527622/dbda0d8e-f483-478f-ac8b-1986688fea18/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14104153/e25c86a5-a26d-4e10-ac45-18c4e41523b1/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14373170/f6d44177-4801-4782-b551-bc4b8bbe067b/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13865254/f8a35683-b5d3-4b68-9673-cbbea8c0eb15/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14230192/cee70128-c23f-49e4-896c-7cea1b284413/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14030348/4ba33eb9-4403-457c-abf4-e31530c0c781/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14299828/211e7bf6-e71e-4d79-8362-91d007c985f2/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14527622/78b34b1b-d324-462c-876a-f839e98a7c4b/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14104153/abb1f557-b64a-41a2-a2d8-d89f82e76cb0/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14104153/b0ae2fc5-532f-4dc6-9497-5ff034206b89/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14243267/9ab43c97-d7d5-4b7e-97b2-4f88064f8760/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14558799/be6c6bff-ec61-4405-aca2-6921a05046a9/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14326156/36c71c8a-dce8-4403-bbf1-2f02d1c0ec10/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14518015/bdbc6733-305d-4e60-b1d6-b0594ab48e26/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13580435/741c7440-b2e8-4d53-9f66-c106431322e2/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13580435/c9716f5d-85e4-4504-8e7d-e84dca2c02df/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13580435/cf778c71-c4e1-4973-902d-80f43ca0406c/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/14112972/b1fc5df7-9f9e-4562-8780-84a02f50e8ad/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13580435/aa327c06-60ff-437f-bda0-1105cf448cc3/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13912669/de33d134-bd52-48ba-a436-127936a3ad08/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13912669/bcf50105-902e-4e3f-b036-84d32267fd12/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13693183/639c06fa-24a4-4ab8-a43d-c1ba3f563659/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13912669/ff465bb3-4087-4496-aa40-53ca006e28f6/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13580435/c9716f5d-85e4-4504-8e7d-e84dca2c02df/large_1242,0
//avatars.mds.yandex.net/get-realty-offers/13693183/982ebbc6-d753-4c5f-8969-6c7dab70d4cd/large_1242,0
